t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
-372;0,032;0;0,06;0;
-371,5;0,035;0;0,027;0,006;
-371;0,042;0;0,024;0;
-370,5;0,038;0;0,001;0,013;
-370;0,025;0;0,073;-0,008;
-369,5;0,071;0;0,043;-0,007;
-369;0,023;0;0,005;-0,003;
-368,5;0,038;0;0,016;0,033;
-368;0,02;0;0,036;0,012;
-367,5;0,023;0;0,052;-0,005;
-367;0,013;0;0,045;0;
-366,5;0,034;0;0,026;0,006;
-366;0,052;0;0,086;-0,005;
-365,5;0,003;0;0,025;-0,002;
-365;0,067;0;0,006;-0,013;
-364,5;0,04;0;0,068;-0,015;
-364;0,006;0;0,045;0,006;
-363,5;0,046;0;0,031;0,008;
-363;0,047;0;0,016;-0,01;
-362,5;0,032;0;0,076;0;
-362;0,035;0;0,047;-0,021;
-361,5;0,058;0;0,03;-0,004;
-361;0,027;0;0,027;-0,009;
-360,5;0,037;0;0,034;0,002;
-360;0,029;0;0,029;-0,012;
-359,5;0,024;0;0,054;-0,016;
-359;0,004;0;-0,002;0,021;
-358,5;0,064;0;0,035;0,008;
-358;0,047;0;0,056;0,007;
-357,5;0,011;0;0,006;0,001;
-357;0,024;0;0;-0,006;
-356,5;0,064;0;0,065;-0,025;
-356;0,043;0;0,058;0,016;
-355,5;0,026;0;-0,006;0,006;
-355;0,029;0;0,004;0,006;
-354,5;0,006;0;0,054;0,001;
-354;0,028;0;0,053;0,003;
-353,5;0,005;0;0,04;0,005;
-353;0,008;0;0,071;-0,009;
-352,5;0,044;0;0,072;-0,023;
-352;0,03;0;0,062;-0,011;
-351,5;0,016;0;0,016;0,01;
-351;0,047;0;0,018;0,011;
-350,5;0,058;0;0,015;0,009;
-350;0,01;0;0,031;-0,009;
-349,5;0,039;0;0,025;0,001;
-349;0,06;0;0,021;0,002;
-348,5;0,062;0;0,015;0;
-348;0,034;0;0,018;-0,003;
-347,5;0,022;0;0,014;-0,001;
-347;0,033;0;0,06;-0,003;
-346,5;0,051;0;0,041;0,014;
-346;0,033;0;0,008;-0,003;
-345,5;0,033;0;0,047;-0,002;
-345;0,031;0;0,033;0,006;
-344,5;0,024;0;0,028;-0,005;
-344;0,045;0;0,021;-0,001;
-343,5;0,04;0;0,036;0,016;
-343;0,046;0;0,036;0,018;
-342,5;0,036;0;0,004;0,002;
-342;0,049;0;0,048;-0,011;
-341,5;0,024;0;0,028;0,001;
-341;0,054;0;0,047;0,01;
-340,5;0,028;0;0,018;0,003;
-340;0,04;0;0,023;-0,005;
-339,5;0,061;0;0,003;0,003;
-339;0,071;0;0,029;0,01;
-338,5;0;0;0,051;-0,019;
-338;0,033;0;0,046;-0,01;
-337,5;0,02;0;0,081;-0,007;
-337;0,056;0;0,058;0,003;
-336,5;0,007;0;0,034;-0,003;
-336;0,035;0;0,032;-0,001;
-335,5;0,072;0;0,012;-0,005;
-335;0,064;0;0,003;0,005;
-334,5;0,014;0;0,024;0,01;
-334;0,041;0;0,043;0,007;
-333,5;0,067;0;0,026;-0,013;
-333;0,042;0;0,047;-0,012;
-332,5;0,026;0;0,041;0,003;
-332;0,036;0;0,032;0,006;
-331,5;0,034;0;0,065;-0,004;
-331;0,05;0;0,041;-0,013;
-330,5;0,033;0;0,058;-0,006;
-330;0,034;0;0,02;0;
-329,5;0,017;0;0,069;-0,011;
-329;0,039;0;0,041;-0,008;
-328,5;0,035;0;0,025;0,001;
-328;0,02;0;0,048;-0,024;
-327,5;0,011;0;0,037;-0,015;
-327;0,046;0;0,026;0,003;
-326,5;0,046;0;0,061;0;
-326;0,007;0;-0,006;0,01;
-325,5;0,062;0;0,034;0,001;
-325;0,06;0;0,03;0,018;
-324,5;0,066;0;0,011;-0,008;
-324;0,015;0;0,019;-0,016;
-323,5;0,056;0;0,023;-0,017;
-323;0,062;0;0,009;0,012;
-322,5;0;0;0,035;-0,006;
-322;0,031;0;0,061;-0,006;
-321,5;0,056;0;0,06;-0,01;
-321;-0,003;0;0,035;-0,005;
-320,5;0,056;0;0,046;-0,016;
-320;0,023;0;0,01;-0,006;
-319,5;0,035;0;0,058;0,002;
-319;0,064;0;0,022;0,001;
-318,5;0,043;0;0,036;-0,014;
-318;0,043;0;0,028;-0,001;
-317,5;0,044;0;0,044;-0,009;
-317;0,055;0;0,028;-0,002;
-316,5;0,046;0;0,015;0,018;
-316;0,035;0;0,028;0,006;
-315,5;0,043;0;0,037;0,002;
-315;-0,021;0;0,048;-0,006;
-314,5;0,076;0;0,008;0,005;
-314;0,027;0;0,061;-0,008;
-313,5;0,048;0;0,032;0,009;
-313;0,031;0;0,013;0,002;
-312,5;0,033;0;0,027;-0,003;
-312;0,042;0;0,031;0,007;
-311,5;0,048;0;0,045;-0,007;
-311;0,04;0;0,006;-0,016;
-310,5;0,046;0;0,036;-0,005;
-310;0,023;0;0,026;0,002;
-309,5;0,009;0;0,08;-0,022;
-309;0,023;0;0,028;-0,005;
-308,5;0,053;0;0,017;0,014;
-308;0,029;0;0,049;-0,028;
-307,5;0,027;0;0,024;0,002;
-307;0,033;0;0,067;0,003;
-306,5;0,039;0;0,047;0,003;
-306;0,02;0;0,023;0,006;
-305,5;0,038;0;0,012;-0,002;
-305;0,052;0;0,046;0,001;
-304,5;0,037;0;-0,002;0,02;
-304;0,035;0;-0,002;0,013;
-303,5;0,053;0;0,026;-0,011;
-303;0,044;0;0,106;-0,023;
-302,5;0,015;0;0,014;-0,008;
-302;0,057;0;0,048;0,013;
-301,5;0,019;0;0,021;-0,001;
-301;0,053;0;0,007;0,018;
-300,5;0,017;0;0,04;0,004;
-300;0,061;0;0,01;0;
-299,5;0,026;0;0,044;-0,007;
-299;0,005;0;0,031;0,017;
-298,5;0,046;0;0,04;-0,016;
-298;0,062;0;0,065;-0,021;
-297,5;0,013;0;0,027;0;
-297;0,051;0;0,006;0,009;
-296,5;0,025;0;0,023;0,003;
-296;0,049;0;0,068;-0,004;
-295,5;0,006;0;0,014;0;
-295;0,047;0;0,055;0,007;
-294,5;0,029;0;0,043;0,017;
-294;0,028;0;0,036;-0,003;
-293,5;0,022;0;0,019;0,002;
-293;0,045;0;0,053;-0,013;
-292,5;0,012;0;0,076;-0,006;
-292;0,052;0;0,023;-0,006;
-291,5;0,021;0;0,024;0,012;
-291;0,057;0;0,032;0,011;
-290,5;0,044;0;0,07;0,012;
-290;-0,013;0;0,022;0,002;
-289,5;0,084;0;0,01;0,007;
-289;0,073;0;0,032;-0,001;
-288,5;0,011;0;0,041;0,005;
-288;0,047;0;0,008;0,005;
-287,5;0,057;0;0,024;-0,002;
-287;0,051;0;0,061;-0,016;
-286,5;0,019;0;0,019;0,014;
-286;0,052;0;0,024;0,002;
-285,5;0,026;0;-0,002;0,003;
-285;0,035;0;0,064;-0,001;
-284,5;0,011;0;0,02;-0,009;
-284;0,054;0;0,052;-0,007;
-283,5;0,024;0;0,052;-0,004;
-283;0,012;0;0,015;0,007;
-282,5;0,024;0;-0,001;-0,001;
-282;0,093;0;0,057;0,004;
-281,5;0,002;0;0,052;-0,006;
-281;0,077;0;0,008;0,007;
-280,5;0,02;0;0,005;-0,001;
-280;0,054;0;0,055;-0,002;
-279,5;0,05;0;0,008;0,001;
-279;0,049;0;0,051;-0,012;
-278,5;0,023;0;0,044;-0,006;
-278;0,051;0;0,032;-0,004;
-277,5;0,014;0;0,03;-0,006;
-277;0,062;0;0,042;-0,001;
-276,5;0,008;0;0,023;-0,005;
-276;0,035;0;0,042;0,014;
-275,5;0,035;0;0,039;-0,015;
-275;0,065;0;0,025;0,006;
-274,5;0,052;0;0,017;0,025;
-274;0,023;0;-0,009;0,02;
-273,5;0,042;0;0,06;-0,011;
-273;0,034;0;-0,014;0,001;
-272,5;0,058;0;0,046;0,007;
-272;0,033;0;-0,003;0,01;
-271,5;0,067;0;0,003;0,007;
-271;0,01;0;0,043;0,001;
-270,5;0,039;0;0,053;0,021;
-270;0,035;0;0,02;0,009;
-269,5;0,013;0;0,045;0,008;
-269;0,01;0;0,028;0,007;
-268,5;0,021;0;0,066;0,007;
-268;0,022;0;0,03;0,025;
-267,5;0,011;0;0,042;0,014;
-267;0,007;0;0,018;0,015;
-266,5;0,062;0;0,053;0,002;
-266;0,02;0;0,028;-0,018;
-265,5;0,028;0;0,04;0,003;
-265;0,062;0;0,026;-0,002;
-264,5;0,043;0;0,04;0,018;
-264;0,018;0;-0,004;-0,003;
-263,5;0,027;0;0,054;-0,012;
-263;0,024;0;0,071;-0,025;
-262,5;0,02;0;0,039;-0,004;
-262;0,032;0;0,007;0,011;
-261,5;0,06;0;0,055;-0,005;
-261;0,006;0;-0,013;0,009;
-260,5;0,055;0;0,037;0,016;
-260;0,01;0;0;0,003;
-259,5;0,059;0;0,067;-0,005;
-259;0,019;0;0,041;-0,004;
-258,5;0,04;0;0,017;0,004;
-258;0,026;0;0,074;0,003;
-257,5;0,04;0;0,055;-0,016;
-257;0,037;0;0,047;-0,012;
-256,5;0,003;0;0,023;-0,008;
-256;0,06;0;0,093;-0,015;
-255,5;0,048;0;0,014;0,019;
-255;0,02;0;0,034;0;
-254,5;0,036;0;0,035;-0,013;
-254;0,031;0;0,049;0,003;
-253,5;0,028;0;0,064;-0,007;
-253;0,022;0;0,009;0,009;
-252,5;0,028;0;0,019;0,021;
-252;0,039;0;0,024;0,009;
-251,5;0,046;0;0,05;0;
-251;0,019;0;0,039;0,003;
-250,5;0,068;0;0,035;0,011;
-250;0,034;0;0,05;-0,013;
-249,5;0,046;0;0,004;0,012;
-249;0,047;0;0,029;0,007;
-248,5;0,006;0;0,031;0,002;
-248;0,033;0;0,034;0,023;
-247,5;0,025;0;0,058;0,003;
-247;0,004;0;0,033;0;
-246,5;0,022;0;0,04;-0,006;
-246;0,038;0;0,06;-0,01;
-245,5;0,062;0;0,073;0,001;
-245;-0,004;0;0,009;0,006;
-244,5;0,063;0;0,034;-0,006;
-244;0,022;0;0,031;0;
-243,5;0,028;0;0,045;-0,011;
-243;0,018;0;0,058;0,005;
-242,5;0,068;0;0,002;0,017;
-242;-0,001;0;0,044;-0,005;
-241,5;0,047;0;0,08;-0,003;
-241;0,01;0;0,037;0,006;
-240,5;0,032;0;0,049;0,007;
-240;0,037;0;0,036;0;
-239,5;0,024;0;0,062;-0,01;
-239;0,017;0;0,058;-0,026;
-238,5;0,058;0;0,018;0,005;
-238;0,043;0;0,082;-0,008;
-237,5;0,046;0;0,003;-0,001;
-237;0,068;0;0,03;0,006;
-236,5;0,042;0;0,042;-0,006;
-236;0,026;0;0,016;0,005;
-235,5;0,043;0;0,049;-0,008;
-235;-0,006;0;0,049;0,001;
-234,5;0,038;0;0,055;-0,014;
-234;0,041;0;0,043;0;
-233,5;0,032;0;0,028;-0,002;
-233;0,039;0;0,051;0,013;
-232,5;0,019;0;0,002;0,007;
-232;0,059;0;0,072;0,005;
-231,5;0,023;0;0,043;-0,003;
-231;0,045;0;0,015;0;
-230,5;0,032;0;0,017;0,026;
-230;0,045;0;0,055;0;
-229,5;0,032;0;0,032;0;
-229;0,046;0;0,044;-0,01;
-228,5;0,059;0;0,012;-0,016;
-228;0,044;0;0,018;-0,006;
-227,5;0,045;0;0,023;-0,003;
-227;0,02;0;-0,002;0,013;
-226,5;0,023;0;0,028;0,001;
-226;0,045;0;0,105;-0,015;
-225,5;0,009;0;0,023;-0,001;
-225;0,052;0;0,029;0,011;
-224,5;0,025;0;0,032;-0,008;
-224;0,053;0;0,056;-0,012;
-223,5;-0,024;0;0,02;-0,016;
-223;0,074;0;0,054;-0,014;
-222,5;0,012;0;0,055;-0,016;
-222;0,018;0;0,005;-0,006;
-221,5;0,075;0;0,043;0,002;
-221;0,04;0;0,034;0,005;
-220,5;0,023;0;0,033;0,007;
-220;0,001;0;0,052;-0,004;
-219,5;0,036;0;0,027;0,006;
-219;0,053;0;0,022;0;
-218,5;0,04;0;0,05;-0,012;
-218;0,015;0;0,025;-0,003;
-217,5;0,03;0;0,068;-0,006;
-217;0,024;0;0,057;0,014;
-216,5;0,001;0;0,05;0,015;
-216;0;0;0,027;-0,001;
-215,5;0,057;0;0,076;-0,008;
-215;0,052;0;0,027;0,014;
-214,5;0,026;0;0,025;0,005;
-214;0,036;0;0,019;0,006;
-213,5;0,043;0;0,046;-0,012;
-213;0,048;0;0,056;-0,003;
-212,5;0,035;0;0,007;-0,008;
-212;0,066;0;-0,018;0,011;
-211,5;0,024;0;0,063;-0,005;
-211;0,009;0;0,03;-0,004;
-210,5;0,05;0;0,034;0,015;
-210;0,04;0;0,011;0,016;
-209,5;0,004;0;0,027;-0,002;
-209;0,041;0;0,056;-0,002;
-208,5;-0,022;0;0,062;-0,013;
-208;0,041;0;0,053;0,011;
-207,5;0,066;0;0,065;-0,009;
-207;0,018;0;0,015;0,005;
-206,5;0,046;0;0,038;-0,01;
-206;0,027;0;0,049;-0,009;
-205,5;0,055;0;0,036;-0,005;
-205;0,037;0;0,032;0,007;
-204,5;0,011;0;0,029;-0,018;
-204;0,043;0;0,055;0,007;
-203,5;0,033;0;0,054;-0,007;
-203;0,044;0;0,054;-0,008;
-202,5;0,027;0;0,05;-0,012;
-202;0,029;0;-0,008;0,004;
-201,5;0,053;0;0,065;0,002;
-201;0,005;0;0,047;-0,003;
-200,5;0,034;0;0,026;-0,007;
-200;0,051;0;0,032;0,01;
-199,5;0,042;0;0,051;-0,011;
-199;0,008;0;0,051;-0,015;
-198,5;0,002;0;0,034;0,002;
-198;0,053;0;0,057;-0,016;
-197,5;0,044;0;0,019;0,019;
-197;0,034;0;0,044;0;
-196,5;0;0;0,008;0,006;
-196;0,05;0;0,077;-0,013;
-195,5;0,04;0;0,036;-0,017;
-195;0,025;0;0,011;0,014;
-194,5;0,004;0;0,058;-0,005;
-194;0,057;0;0,041;0,004;
-193,5;0,051;0;0,087;-0,009;
-193;0,003;0;0,001;0,007;
-192,5;0,053;0;0,055;0,012;
-192;0,018;0;-0,016;0,011;
-191,5;0,036;0;0,042;-0,009;
-191;0,038;0;0,017;0,004;
-190,5;0,015;0;0,077;0,007;
-190;0,06;0;0,008;-0,007;
-189,5;0,057;0;0,035;-0,017;
-189;0,051;0;0,042;0,008;
-188,5;0,035;0;0,013;0,009;
-188;0,028;0;0,034;-0,031;
-187,5;0,079;0;0,057;0,002;
-187;0,037;0;0;0,028;
-186,5;0,015;0;0,006;0,002;
-186;0,042;0;0,016;0,016;
-185,5;0,055;0;0,045;0,003;
-185;0,032;0;0,037;-0,006;
-184,5;0,011;0;0,065;-0,018;
-184;0,044;0;0,004;0,021;
-183,5;0,051;0;0,075;0,004;
-183;0,05;0;0,002;0,001;
-182,5;0,042;0;-0,012;-0,004;
-182;0,035;0;0,046;-0,008;
-181,5;0,024;0;0,007;-0,003;
-181;0,029;0;0,084;-0,02;
-180,5;0,014;0;0,046;0,004;
-180;0,049;0;0,043;-0,005;
-179,5;0,046;0;0,043;0;
-179;0,016;0;0,019;0,002;
-178,5;0,058;0;0,048;0,021;
-178;0,031;0;0,016;0,005;
-177,5;0,047;0;0,009;-0,002;
-177;0,028;0;0,019;-0,004;
-176,5;0,062;0;0,032;0,013;
-176;0,059;0;0,055;-0,009;
-175,5;0,028;0;0,001;0,003;
-175;0,033;0;0,021;0,002;
-174,5;0,037;0;0,062;-0,01;
-174;0,008;0;0,074;-0,006;
-173,5;0,033;0;0,011;0,013;
-173;0,027;0;0,034;0,005;
-172,5;0,054;0;0,073;-0,017;
-172;0,055;0;0,015;0,007;
-171,5;0,061;0;0;0;
-171;0,056;0;0,009;0,003;
-170,5;0,043;0;0,016;-0,002;
-170;0,036;0;0,041;-0,008;
-169,5;0,048;0;0,039;-0,008;
-169;0,041;0;0,015;-0,012;
-168,5;0,04;0;0,048;0,01;
-168;0,022;0;0,028;0,009;
-167,5;0,001;0;0,022;-0,012;
-167;0,036;0;0,065;-0,002;
-166,5;0,062;0;0,046;-0,006;
-166;0,01;0;0,027;0,005;
-165,5;0,021;0;0,006;0,023;
-165;0,046;0;0,054;0,01;
-164,5;0,036;0;0,021;0,009;
-164;0,02;0;0,034;0,006;
-163,5;0,062;0;0,027;-0,004;
-163;0,036;0;0,028;0,017;
-162,5;0,029;0;0,059;-0,016;
-162;0,04;0;0,036;0;
-161,5;0,037;0;0,053;-0,011;
-161;0,016;0;0,039;0,006;
-160,5;0,036;0;0,044;0,006;
-160;0;0;0,048;0,002;
-159,5;0,009;0;0,048;-0,006;
-159;0,049;0;0,005;-0,001;
-158,5;0,074;0;0,108;-0,009;
-158;0,004;0;0;0;
-157,5;0,05;0;0,009;0,005;
-157;0,036;0;0,03;0,01;
-156,5;0,05;0;0,054;0;
-156;0,027;0;0,048;0;
-155,5;0;0;0,051;0,012;
-155;0,035;0;0,023;0,014;
-154,5;0,018;0;0,055;0,007;
-154;0,024;0;0,044;0;
-153,5;0,038;0;0,051;-0,001;
-153;0,003;0;0,008;0,015;
-152,5;0,07;0;0,035;-0,002;
-152;0,028;0;0,056;0,005;
-151,5;-0,006;0;0,02;0,005;
-151;0,069;0;0,03;-0,003;
-150,5;0,053;0;0,036;-0,004;
-150;0,015;0;0,009;0,001;
-149,5;0,04;0;0;0,015;
-149;0,054;0;0,014;-0,014;
-148,5;0,038;0;0,094;-0,011;
-148;0,022;0;0,034;-0,01;
-147,5;0,072;0;0,032;-0,007;
-147;0,021;0;0,024;0,002;
-146,5;0,055;0;0,05;-0,015;
-146;0,035;0;0,021;0,002;
-145,5;0,027;0;0,046;-0,004;
-145;0,04;0;0,027;0,001;
-144,5;0,055;0;0,059;-0,003;
-144;-0,008;0;-0,014;0,016;
-143,5;0,087;0;0,037;0,006;
-143;0,016;0;0,03;0,003;
-142,5;0,008;0;0,025;0;
-142;0,073;0;0,085;-0,014;
-141,5;0,015;0;0,056;-0,004;
-141;0,017;0;0,002;-0,013;
-140,5;0,077;0;0,046;-0,013;
-140;0,044;0;0,022;0,013;
-139,5;0,019;0;0,038;-0,007;
-139;0,048;0;0,044;-0,019;
-138,5;0,036;0;0,077;-0,008;
-138;0,014;0;0;0,008;
-137,5;0,067;0;0,042;-0,007;
-137;0,059;0;0,055;-0,012;
-136,5;0,017;0;-0,014;0,021;
-136;0,04;0;0,039;0,012;
-135,5;0,062;0;0,049;-0,008;
-135;0,009;0;0,026;0,002;
-134,5;0,068;0;0,011;0,004;
-134;0,036;0;0,05;-0,011;
-133,5;0,053;0;0,032;-0,01;
-133;0,027;0;0,022;-0,007;
-132,5;0,053;0;0,018;0,012;
-132;0,027;0;0,077;0,004;
-131,5;-0,002;0;0,02;-0,003;
-131;0,058;0;0,06;0;
-130,5;0,015;0;0,047;0,007;
-130;0,05;0;0,003;0;
-129,5;0,04;0;0,067;-0,023;
-129;0,01;0;0,039;-0,005;
-128,5;0,058;0;0,021;0,003;
-128;0,054;0;0,044;-0,009;
-127,5;0,029;0;0,033;0,01;
-127;0,033;0;0,033;-0,017;
-126,5;0,056;0;0,058;-0,022;
-126;0,02;0;0,069;-0,003;
-125,5;0,019;0;0,027;0,006;
-125;0,016;0;0,022;0,011;
-124,5;0,043;0;0,066;0,003;
-124;0,024;0;0,039;0,006;
-123,5;0,05;0;0,003;0,019;
-123;0,015;0;0,032;0,003;
-122,5;0,031;0;0,028;0;
-122;0,036;0;0,036;0,002;
-121,5;0,021;0;0,05;-0,003;
-121;0,021;0;0,029;-0,008;
-120,5;0,059;0;0,051;-0,003;
-120;0,039;0;0,031;0,011;
-119,5;0,013;0;0,031;0,01;
-119;0,056;0;0,064;-0,015;
-118,5;0,029;0;0,042;-0,007;
-118;0,023;0;0,026;0,008;
-117,5;0,068;0;0,017;0,009;
-117;0,03;0;0,023;0,022;
-116,5;0,03;0;-0,003;-0,003;
-116;0,083;0;0,029;0;
-115,5;0,027;0;0,006;-0,008;
-115;0,027;0;0,031;0;
-114,5;0,031;0;0,059;0,009;
-114;0,012;0;0,067;0,006;
-113,5;0,052;0;0,024;0,003;
-113;0,011;0;0,041;-0,005;
-112,5;0,051;0;0,039;0,008;
-112;0,03;0;0,033;0,019;
-111,5;-0,014;0;0,065;0,004;
-111;0,022;0;0,065;-0,012;
-110,5;0,014;0;0,036;0;
-110;0,065;0;0,083;0,002;
-109,5;0,024;0;0,008;0;
-109;0,004;0;0,005;0,012;
-108,5;0,059;0;0,035;0,007;
-108;0,072;0;0,04;0,011;
-107,5;0,032;0;0,004;0,02;
-107;0,049;0;0;-0,007;
-106,5;0,041;0;0,034;0,005;
-106;0,016;0;0,06;0;
-105,5;0,035;0;0,044;0,007;
-105;0,012;0;0,073;-0,021;
-104,5;0,018;0;0,067;-0,012;
-104;0,038;0;0,062;-0,008;
-103,5;0,01;0;0,05;-0,005;
-103;0,012;0;0,043;0,013;
-102,5;0,036;0;0,044;0,022;
-102;0,032;0;0,059;-0,022;
-101,5;0,07;0;0,019;-0,003;
-101;0,03;0;-0,003;0,018;
-100,5;0,031;0;0,072;-0,002;
-100;0,014;0;0,004;0,013;
-99,5;0,058;0;0,038;-0,003;
-99;0,054;0;0,025;-0,004;
-98,5;0,047;0;0,04;-0,007;
-98;0,07;0;-0,004;0,002;
-97,5;0,035;0;0,002;0,005;
-97;0,032;0;0,045;-0,009;
-96,5;0,023;0;0,004;0,004;
-96;0,049;0;0,036;0,006;
-95,5;0,055;0;0,044;0;
-95;0,024;0;0,04;0,024;
-94,5;0,019;0;0,01;0,01;
-94;0,027;0;0,075;0,012;
-93,5;0,034;0;0,046;0,008;
-93;0;0;0,048;0,001;
-92,5;0,014;0;0,029;-0,001;
-92;0,045;0;0,077;-0,008;
-91,5;0,024;0;0,027;0,017;
-91;0,079;0;0,049;-0,003;
-90,5;0,018;0;0,003;0;
-90;0,018;0;0,017;0,012;
-89,5;0,026;0;0,02;0,006;
-89;0,078;0;0,078;-0,009;
-88,5;-0,006;0;0,014;-0,005;
-88;0,052;0;0,022;0,002;
-87,5;0,04;0;0,062;-0,006;
-87;0,025;0;0,037;0,002;
-86,5;0,028;0;0,042;0,026;
-86;0,04;0;0,004;0,026;
-85,5;0,021;0;0,091;-0,009;
-85;0,023;0;0,029;0;
-84,5;0,044;0;0,027;0,006;
-84;0,052;0;0,075;-0,005;
-83,5;0,013;0;0,01;0,005;
-83;0,027;0;0,033;-0,003;
-82,5;0,046;0;0,05;-0,001;
-82;0,034;0;0,018;0,01;
-81,5;0,046;0;0,028;-0,008;
-81;-0,006;0;0,029;-0,003;
-80,5;0,076;0;0,019;-0,002;
-80;0,057;0;0,026;-0,006;
-79,5;0,025;0;0,05;-0,001;
-79;0,038;0;0,057;-0,003;
-78,5;0,022;0;0,022;0,007;
-78;0,044;0;0,037;0,009;
-77,5;0;0;0,033;0,002;
-77;0,031;0;0,025;0,007;
-76,5;0,038;0;0,074;0,005;
-76;0,029;0;0,015;0;
-75,5;0,019;0;0,068;-0,002;
-75;0,011;0;0,037;-0,005;
-74,5;0,014;0;0,02;0;
-74;0,063;0;0,078;0;
-73,5;0,04;0;0,022;0,008;
-73;0,036;0;0,036;-0,005;
-72,5;0,043;0;0,027;-0,003;
-72;0,025;0;0,027;0,007;
-71,5;0,069;0;0,054;-0,004;
-71;0,035;0;0,008;0,014;
-70,5;0,047;0;0,018;-0,015;
-70;0,057;0;0,054;-0,023;
-69,5;0,074;0;0,033;0,005;
-69;0,004;0;0,006;-0,003;
-68,5;0,071;0;0,024;0,008;
-68;0,031;0;0,04;-0,004;
-67,5;0,046;0;0,064;0,005;
-67;0,03;0;0,02;0,003;
-66,5;0,011;0;0,059;-0,018;
-66;0,051;0;0,049;-0,011;
-65,5;0,055;0;0,019;-0,001;
-65;0,033;0;0,01;0,002;
-64,5;0,025;0;0,032;0,011;
-64;0,038;0;0,077;-0,017;
-63,5;0,012;0;0,043;0,001;
-63;0,035;0;0,058;-0,002;
-62,5;0,021;0;0,029;-0,007;
-62;0,024;0;0,073;-0,001;
-61,5;0,017;0;0,034;0,023;
-61;0,022;0;0,025;0,004;
-60,5;0,034;0;0,011;0,014;
-60;0,042;0;0,057;0;
-59,5;0,027;0;0,076;0,003;
-59;0,016;0;0,05;0;
-58,5;0,002;0;0,009;0,004;
-58;0,067;0;0,058;0;
-57,5;-0,005;0;0,055;-0,008;
-57;0,026;0;0,051;-0,012;
-56,5;0,005;0;0,06;-0,001;
-56;0,026;0;0,042;0,009;
-55,5;0,041;0;0,073;0,011;
-55;0,002;0;0,017;0,008;
-54,5;0,034;0;0,021;-0,001;
-54;0,076;0;0,04;0;
-53,5;0,008;0;0,038;0,008;
